,Flight Record,Flight Date (Exact),Tail Number,Airframe,Fleet,Takeoff Airport Code,Landing Airport Code,P14: Event Record,P14: Event Type,P14: Severity,P14: False Positive,P14: Start of Event - 10 seconds Seconds (From Start of File),P14: End of Event + 10 seconds Seconds (From Start of File),P14: Data Dropouts (seconds),P14: Error b/w GMT and Recorded Time around event (%),P14: Estimated Nav Error at Start of Event (nm),P14: Standard Deviation of Sample Rate of GMT (Event Interval +/- 30 Seconds (Hz),P14: Flap Handle Position at Start of Event,P14: Speed Brake Handle Position at Start of Event (deg),P14: Flap Position at Start of Event (deg+=TED),P14: Duration of Event (Seconds),P14: Terrain Elevation at Start of Event (ft),P14: Uncertainty in Touchdown Position based on Recorded Position (ft),target
1000,2709279,2019-09-10 01:41:25+00:00,VH-VXT,737-800,QFA - 737-800 (1024 wps),YSSY,YBCG,41271330,GPWS: Windshear Warning,Level 2,Not a False Positive,3905.0,3929.0,8.0,-0.0003260950888356855,0.004197608937272982,0.0,30.0,4.109851360321045,30.253964742024742,4.0,31.60201072692871,99.99999181704001,0
1001,2714031,2019-09-12 10:23:23+00:00,VH-VXA,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,41265964,High Speed Below 5000 ft AAL,Level 2,Not a False Positive,4410.0,4432.0,0.0,-0.0002126224705430328,0.007373117717177796,0.0,0.0,1.008317470550537,0.009501702882148124,2.0,601.010498046875,99.99999181704001,0
1002,2709043,2019-09-09 01:23:50+00:00,VH-VZF,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,41271997,Rotation Speed High,Level 2,Not a False Positive,929.5,949.5,0.0,0.00026226043701171875,0.032676331030938,0.0,5.0,-0.5506946444511414,5.061244449099979,0.0,8.909099102020264,99.99999181704001,0
1003,2709020,2019-09-09 03:59:51+00:00,VH-VYF,737-800,QFA - 737-800 (1024 wps),YBBN,YMML,41272114,Rotation Speed Low,Level 2,Not a False Positive,334.0,354.0,0.0,-0.0008106231689453125,0.027118453221914994,0.0,5.0,-0.8263902068138123,5.061244449099979,0.0,5.944239616394043,99.99999181704001,0
1005,2706546,2019-09-08 11:03:15+00:00,VH-VZA,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,41272975,MMO Exceedance,Level 2,Not a False Positive,3221.0,3251.0,0.0,-0.0006455641526442308,0.007714473775848003,0.0,0.0,33.910057067871094,0.004750851441074062,10.0,2386.4830078125,99.99999181704001,0
1007,2706473,2019-09-08 07:47:32+00:00,VH-VXL,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,41273131,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,4438.0,4461.0,0.0,-0.0009676305259146341,0.03384464660696354,0.0,30.0,3.2909817695617676,29.892607371012367,3.0,403.0546569824219,99.99999181704001,0
1008,2706257,2019-09-07 22:50:41+00:00,VH-VXQ,737-800,QFA - 737-800 (1024 wps),YBBN,YPDN,41273544,Deep Touchdown,Level 2,Not a False Positive,14154.0,14174.0,0.0,-9.5367431640625e-05,0.044406235028789244,0.0,30.0,4.109851360321045,30.136777242024742,0.0,90.04920196533203,99.99999181704001,0
1009,2705593,2019-09-07 04:31:56+00:00,VH-VXN,737-800,QFA - 737-800 (1024 wps),YMHB,YMML,41274009,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,1319.0,4704.25,2.0,2.3149228080616525e-05,0.006331916341332415,0.0,0.0,-1.2862682342529297,0.0,3365.25,1436.0236328125,99.99999181704001,1
1010,2701020,2019-09-02 23:06:36+00:00,VH-VZC,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,41277909,Pitch Attitude High During Rotation (Gears Extended),Level 3,Bad Parameter: Bad Sensor on Airplane,68.0,88.0,0.5,275.8354187011719,0.12851378811135075,0.0,5.0,-1.5624268054962158,5.132507118018898,0.0,1823.2161865234375,99.99999181704001,1
1012,2705562,2019-09-07 03:15:42+00:00,VH-VZQ,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,41274064,Rotation Speed High,Level 2,Not a False Positive,533.25,553.25,2.0,-9.5367431640625e-05,0.022415888406997708,0.0,5.0,-1.1022591590881348,5.0374897106273755,0.0,6.1902360916137695,99.99999181704001,0
1014,2705498,2019-09-06 21:06:15+00:00,VH-VZO,737-800,QFA - 737-800 (1024 wps),YBBN,YPAD,41274253,GPWS: Pull Up,Level 2,Bad Parameter: Bad Sensor on Airplane,9867.0,9887.0,0.0,-0.00152587890625,0.00811139414292767,0.0,1.0,0.36704155802726746,0.14252554403769005,0.0,1198.6634521484375,99.99999181704001,1
1015,2705188,2019-09-06 09:47:21+00:00,VH-VZS,737-800,QFA - 737-800 (1024 wps),YSSY,YBCG,41274620,Rotation Speed High,Level 2,Not a False Positive,1128.5,1148.5,2.0,-9.5367431640625e-05,0.04535020202751935,0.0,5.0,-0.8263902068138123,5.1087528950459244,0.0,12.160252094268799,99.99999181704001,0
1016,2705181,2019-09-06 09:35:52+00:00,VH-VXQ,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,41274642,Climb Speed High,Level 2,Not a False Positive,1024.0,1045.0,2.0,0.0005548650568181819,0.013750960342646352,0.0,5.0,-0.6425739526748657,5.156261340991871,1.0,1.3683550357818604,99.99999181704001,0
1017,2705019,2019-09-06 05:15:36+00:00,VH-VYG,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,41274825,Airborne Speed High,Level 2,Not a False Positive,766.0,786.0,0.0,-9.5367431640625e-05,0.020918917621780653,0.0,5.0,-0.918327271938324,5.180015563964844,0.0,10.281936645507812,99.99999181704001,0
1019,2703869,2019-09-04 23:40:25+00:00,VH-VZU,737-800,QFA - 737-800 (1024 wps),YSSY,YBAS,41276025,Approach Speed High Below 50 ft AGL (Vref),Level 3,Not a False Positive,11373.0,11396.0,0.0,-0.00026982005049542684,0.02439976902324417,0.0,30.0,3.1088037490844727,30.019589742024742,3.0,1764.1124267578125,99.99999181704001,0
1020,2703478,2019-09-04 09:38:46+00:00,VH-VZD,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,41276417,Thrust Reversers Delayed During Landing,Level 2,Not a False Positive,4379.25,4460.75,4.0,-0.0003909276536673554,0.034190165560017485,0.0,40.0,3.928011894226074,40.0,61.5,9.043227672576904,99.99999181704001,0
1021,2703368,2019-09-04 08:22:02+00:00,VH-VZT,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,41276515,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,378.0,4706.25,4.0,3.506084315721504e-05,0.015153030615771907,0.0,5.0,-1.2862682342529297,4.993988758808857,4308.25,399.5373229980469,99.99999181704001,1
1022,2710834,2019-09-15 00:45:43+00:00,VH-VXC,737-800,QFA - 737-800 (1024 wps),YSSY,YBHM,41270287,Short Runway Distance Remaining,Level 2,Not a False Positive,9075.0,9095.0,0.0,-9.5367431640625e-05,0.044740846092532593,0.0,40.0,3.4730844497680664,40.0,0.0,11.67627239227295,99.99999181704001,0
1023,2709364,2019-09-10 05:52:54+00:00,VH-VXT,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,41271068,High Speed Below 5000 ft AAL,Level 2,Not a False Positive,3522.0,3554.0,0.5,0.0005548650568181819,0.0017967708980524916,0.0,0.0,34.25031280517578,0.023754256802636226,12.0,844.7374267578125,99.99999181704001,0
1024,2703149,2019-09-04 03:29:41+00:00,VH-XZM,737-800,QFA - 737-800 (1024 wps),YMML,YPAD,41276764,Rotation Speed High,Level 2,Not a False Positive,279.5,299.5,2.0,-9.5367431640625e-05,0.031009513828173005,0.0,10.0,-1.5624268054962158,10.009783426920574,0.0,393.2258758544922,99.99999181704001,0
1025,2703178,2019-09-03 21:15:30+00:00,VH-XZB,737-800,QFA - 737-800 (1024 wps),YMML,NZAA,41276836,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,4935.0,11462.0,0.0,-4.194181070116215e-05,0.011329126504149759,0.0,0.0,-1.2862682342529297,0.009501702882148124,6507.0,0.0,99.99999181704001,1
1026,2697321,2019-08-29 11:02:52+00:00,VH-VZE,737-800,QFA - 737-800 (1024 wps),YMML,YPAD,41281824,Early Flap Retraction,Level 2,Not a False Positive,123.25,214.0,0.0,-0.0012858979511385976,0.057908490229499635,0.0,10.0,-0.918327271938324,10.068377176920574,70.75,396.7790069580078,99.99999181704001,0
1027,2703178,2019-09-03 21:15:30+00:00,VH-XZB,737-800,QFA - 737-800 (1024 wps),YMML,NZAA,41276838,GPWS: Don't Sink,Level 2,Bad Parameter: Bad Sensor on Airplane,11178.0,11206.0,0.0,2.421438694000244e-06,0.004159572979891609,0.0,10.0,0.09192211180925369,10.126970926920574,8.0,588.2671508789062,99.99999181704001,1
1028,2703057,2019-09-04 01:46:05+00:00,VH-VYJ,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,41276855,High Speed Below 3000 ft AAL,Level 2,Not a False Positive,2926.0,2957.0,3.5,-4.076775703721374e-05,0.07181307501387832,0.0,0.0,-0.8263902068138123,0.01900340576429625,11.0,-9.989374160766602,99.99999181704001,0
1029,2703042,2019-09-03 23:34:47+00:00,VH-VZT,737-800,QFA - 737-800 (1024 wps),YMML,YBCS,41276998,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,4995.0,11579.5,8.0,3.9947461828670804e-07,0.23563769545613883,0.0,0.0,-1.378301739692688,0.0,6564.5,456.0367431640625,99.99999181704001,1
1030,2696598,2019-08-28 21:18:08+00:00,VH-VZR,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,41282717,Airborne Speed High,Level 3,Not a False Positive,851.0,872.0,11.0,0.0005548650568181819,0.05209605108024648,0.0,5.0,-1.2862682342529297,4.9512311574575065,1.0,12.362447738647461,99.99999181704001,0
1031,2702172,2019-09-03 20:42:20+00:00,VH-VZL,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,41277145,TCAS Resolution Advisory,Level 2,Not a False Positive,5139.0,5188.0,0.0,0.0013927485318791946,0.10079800790130242,0.0,0.0,-1.378301739692688,0.004750851441074062,29.0,0.0,99.99999181704001,0
1032,2707611,2019-09-10 04:37:54+00:00,VH-XZB,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,41272648,Deviation Above GlideSlope 500 to 200 ft AGL,Level 2,Not a False Positive,4343.75,4381.75,0.0,0.00021561332370923913,0.008013510730863017,0.0,30.0,3.837063789367676,29.892607371012367,18.0,390.0393753051758,99.99999181704001,0
1033,2701377,2019-09-03 05:34:31+00:00,VH-VZE,737-800,QFA - 737-800 (1024 wps),YBAS,YPAD,41277570,Below Minimum Maneuver Speed,Level 2,Bad Parameter: Short-term Data Dropout,505.5,6298.5,4.0,0.28847688409199074,0.01918125221725407,0.0,5.0,-0.8263902068138123,5.0374897106273755,5773.0,1765.1465454101562,99.99999181704001,1
1034,2701383,2019-09-03 03:37:36+00:00,VH-VZL,737-800,QFA - 737-800 (1024 wps),YPPH,YBBN,41277606,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,404.25,424.25,0.0,0.0006198883056640625,0.020751761578158223,0.0,5.0,-1.2862682342529297,5.013735487654403,0.0,59.039557456970215,99.99999181704001,0
1035,2695925,2019-08-27 22:34:15+00:00,VH-VZG,737-800,QFA - 737-800 (1024 wps),NZAA,YMML,41283559,High Vertical Acceleration at Landing,Level 3,Not a False Positive,14640.5,14666.5,0.0,0.0002452305385044643,0.05164550698434714,0.0,30.0,3.837063789367676,30.253964742024742,6.0,401.59571838378906,99.99999181704001,0
1037,2701020,2019-09-02 23:06:36+00:00,VH-VZC,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,41277908,Pitch Rate Low During Rotation,Level 2,Bad Parameter: Synchronization Error,68.0,92.0,0.5,266.9344994329637,0.12851378811135075,0.0,5.0,-1.5624268054962158,5.132507118018898,4.0,1823.2161865234375,99.99999181704001,1
1039,2700371,2019-09-02 02:16:38+00:00,VH-VYK,737-800,QFA - 737-800 (1024 wps),YBTL,YBBN,41278655,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,5795.0,5821.0,0.0,0.0002452305385044643,0.05192699920781406,0.0,30.0,4.291615962982178,29.980497996012367,6.0,16.406814575195312,99.99999181704001,0
1040,2699243,2019-09-01 00:15:17+00:00,VH-VXC,737-800,QFA - 737-800 (1024 wps),YPPH,YMML,41279710,High Speed Below 5000 ft AAL,Level 2,Not a False Positive,10600.0,10626.0,2.0,0.0002452305385044643,0.1140406541087548,0.0,0.0,34.25031280517578,0.0,6.0,234.3541259765625,99.99999181704001,0
1041,2694454,2019-08-26 09:05:39+00:00,VH-XZJ,737-800,QFA - 737-800 (1024 wps),YBBN,NZCH,41284833,Airspeed Low Relative to Stall Speed,Level 2,Bad Parameter: Bad Sensor on Airplane,8617.0,8639.0,0.0,-0.0002126224705430328,0.2602732242611082,0.0,0.0,-2.1152663230895996,0.009501702882148124,2.0,0.0,99.99999181704001,1
1042,2694454,2019-08-26 09:05:39+00:00,VH-XZJ,737-800,QFA - 737-800 (1024 wps),YBBN,NZCH,41284834,Stick Shaker,Level 2,Bad Parameter: Bad Sensor on Airplane,8619.0,8640.0,0.0,0.0005548650568181819,0.16863359443497733,0.0,0.0,-2.1152663230895996,0.009501702882148124,1.0,0.0,99.99999181704001,1
1043,2698958,2019-08-31 12:13:14+00:00,VH-VYG,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,41279902,Pitch Rate Low During Rotation,Level 2,Not a False Positive,388.5,412.5,0.0,-0.0003260950888356855,0.01644169531130174,0.0,5.0,-0.918327271938324,5.180015563964844,4.0,6.230294466018677,99.99999181704001,0
1044,2698750,2019-08-31 04:21:56+00:00,VH-VYH,737-800,QFA - 737-800 (1024 wps),YSSY,YBCG,41280211,Late Landing Flap Selection,Level 2,Not a False Positive,4072.0,4092.0,2.0,-9.5367431640625e-05,0.06514118791919786,0.0,30.0,4.0189409255981445,15.468793233235676,0.0,-1.1045382022857666,99.99999181704001,0
1045,2694385,2019-08-26 07:21:38+00:00,VH-VZP,737-800,QFA - 737-800 (1024 wps),YBCS,YSSY,41285027,Airborne Speed High,Level 3,Not a False Positive,487.0,507.0,2.0,-9.5367431640625e-05,0.046706042815996544,0.0,5.0,-1.6545182466506958,5.061244449099979,0.0,7.699995517730713,99.99999181704001,0
1046,2698655,2019-08-31 01:14:41+00:00,VH-VXM,737-800,QFA - 737-800 (1024 wps),YPAD,YBAS,41280373,Pitch Rate Low During Rotation,Level 2,Not a False Positive,441.5,465.5,2.0,-0.0001530493459393901,0.045499478313078046,0.0,1.0,-1.1022591590881348,1.0304494515443459,4.0,9.559834957122803,99.99999181704001,0
1047,2698617,2019-08-30 22:31:01+00:00,VH-VZK,737-800,QFA - 737-800 (1024 wps),YMML,YPDN,41280535,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,14294.0,14316.0,0.0,-0.0002126224705430328,0.02711951785398375,0.0,30.0,3.928011894226074,30.312558492024742,2.0,81.10562896728516,99.99999181704001,0
1048,2698165,2019-08-30 10:10:52+00:00,VH-VXP,737-800,QFA - 737-800 (1024 wps),YSSY,YPAD,41280746,Pitch Rate Low During Rotation,Level 2,Not a False Positive,766.75,790.75,0.0,0.00036608788274949597,0.014892117911775799,0.0,1.0,-0.18336987495422363,1.0124205564841247,4.0,6.436625003814697,99.99999181704001,0
1049,2697638,2019-08-29 20:53:35+00:00,VH-VXG,737-800,QFA - 737-800 (1024 wps),YPAD,YPPH,41281609,High Speed Below 3000 ft AAL,Level 2,Not a False Positive,11598.0,11620.0,0.0,-0.0030267434042008197,0.09754245351131942,0.0,0.0,0.1836477518081665,0.014252554725956273,2.0,18.33823013305664,99.99999181704001,0
1051,2697219,2019-08-29 06:44:35+00:00,VH-VXF,737-800,QFA - 737-800 (1024 wps),YPPH,YPAD,41282092,Airborne Speed High,Level 2,Not a False Positive,1407.0,1428.0,0.0,0.0005548650568181819,0.019494239403044074,0.0,5.0,-0.36699384450912476,4.9512311574575065,1.0,53.51105499267578,99.99999181704001,0
1052,2696598,2019-08-28 21:18:08+00:00,VH-VZR,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,41282715,Climb Speed High,Level 2,Not a False Positive,853.0,878.0,11.0,-0.00244140625,0.05193872797119036,0.0,5.0,-1.2862682342529297,4.9512311574575065,5.0,13.977372169494629,99.99999181704001,0
1053,2696598,2019-08-28 21:18:08+00:00,VH-VZR,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,41282716,Rotation Speed High,Level 2,Not a False Positive,846.0,866.0,11.0,-0.00152587890625,0.05108687662133992,0.0,5.0,-1.2862682342529297,4.9512311574575065,0.0,9.26105785369873,99.99999181704001,0
1054,2696583,2019-08-28 20:43:15+00:00,VH-VXF,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,41282764,High Speed Below 3000 ft AAL,Level 3,Not a False Positive,4367.0,4388.0,6.5,0.0005548650568181819,0.08065550735796365,0.0,0.0,0.1836477518081665,0.0,1.0,132.47149658203125,99.99999181704001,0
1056,2701581,2019-09-03 06:34:29+00:00,VH-VZQ,737-800,QFA - 737-800 (1024 wps),NZAA,YSSY,41277447,Deep Touchdown,Level 2,Not a False Positive,12134.25,12154.25,0.0,-0.0008106231689453125,0.020009301055159075,0.0,30.0,3.928011894226074,29.980497996012367,0.0,9.09998345375061,99.99999181704001,0
1058,2695518,2019-08-27 09:15:24+00:00,VH-VZZ,737-800,QFA - 737-800 (1024 wps),YMML,YPPH,41283869,Deep Touchdown,Level 2,Not a False Positive,13551.25,13571.25,0.0,0.0006198883056640625,0.0623301988673071,0.0,30.0,3.655111789703369,29.921904246012367,0.0,56.76106834411621,99.99999181704001,0
1059,2695140,2019-08-27 02:13:15+00:00,VH-VZD,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,41284324,Thrust Reversers Delayed During Landing,Level 2,Not a False Positive,5008.5,5089.75,0.0,-0.0001446954135237069,0.03574877721349685,0.0,30.0,3.928011894226074,30.312558492024742,61.25,13.341683864593506,99.99999181704001,0
1060,2695200,2019-08-27 00:10:35+00:00,VH-XZI,737-800,QFA - 737-800 (1024 wps),YSSY,YPDN,41284423,Deep Touchdown,Level 2,Not a False Positive,18515.75,18535.75,0.0,-9.5367431640625e-05,0.05923339791138687,0.0,30.0,4.0189409255981445,30.078183492024742,0.0,90.72875785827637,99.99999181704001,0
1061,2694922,2019-08-26 22:24:14+00:00,VH-VXS,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,41284552,Deep Touchdown,Level 2,Not a False Positive,6857.5,6877.5,4.0,-5.9604644775390625e-06,0.0855530065395783,0.0,30.0,3.5641074180603027,30.078183492024742,0.0,9.128802299499512,99.99999181704001,0
1062,2690760,2019-08-22 06:18:53+00:00,VH-XZJ,737-800,QFA - 737-800 (1024 wps),YSSY,NZAA,41288869,Airborne Speed High,Level 3,Not a False Positive,375.0,395.0,0.0,0.00133514404296875,0.028570696522791674,0.0,5.0,-1.1942540407180786,5.061244449099979,0.0,9.991961479187012,99.99999181704001,0
1063,2694468,2019-08-26 09:00:47+00:00,VH-VXP,737-800,QFA - 737-800 (1024 wps),YSCB,YPPH,41284832,GPWS: Sink Rate,Level 2,Not a False Positive,14879.0,14901.0,0.0,-0.0002126224705430328,0.08370670098096344,0.0,30.0,4.109851360321045,30.195370992024742,2.0,61.417232513427734,99.99999181704001,0
1064,2699757,2019-09-01 21:59:34+00:00,VH-VZH,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,41278976,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,607.5,627.5,2.0,0.00133514404296875,0.02157212391855765,0.0,1.0,-1.1022591590881348,1.0011227687695583,0.0,396.0830993652344,99.99999181704001,0
1065,2690628,2019-08-22 05:19:56+00:00,VH-VYC,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,41288954,Rotation Speed High,Level 3,Not a False Positive,615.75,635.75,8.0,-9.5367431640625e-05,0.038242758583864396,0.0,5.0,-1.6084725260734558,5.156261340991871,0.0,9.324350595474243,99.99999181704001,0
1066,2690628,2019-08-22 05:19:56+00:00,VH-VYC,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,41288955,Airborne Speed High,Level 3,Not a False Positive,622.0,643.0,8.0,0.0005548650568181819,0.03973225032714689,0.0,5.0,-1.6545182466506958,5.156261340991871,1.0,12.560898780822754,99.99999181704001,0
1068,2690404,2019-08-22 00:34:31+00:00,VH-XZJ,737-800,QFA - 737-800 (1024 wps),YSSY,YBCG,41289214,Rotation Speed High,Level 2,Not a False Positive,1684.75,1704.75,2.0,-5.066394805908203e-05,0.028755998907730812,0.0,5.0,-2.023077964782715,5.061244449099979,0.0,10.953865051269531,99.99999181704001,0
1069,2690404,2019-08-22 00:34:31+00:00,VH-XZJ,737-800,QFA - 737-800 (1024 wps),YSSY,YBCG,41289215,Airborne Speed High,Level 3,Not a False Positive,1689.0,1711.0,2.0,-3.673991218942111e-05,0.03737273420925702,0.0,5.0,-1.9309089183807373,5.061244449099979,2.0,15.713838577270508,99.99999181704001,0
1071,2699318,2019-09-01 03:18:45+00:00,VH-VZC,737-800,QFA - 737-800 (1024 wps),YBBN,YMML,41279582,High Speed Below 5000 ft AAL,Level 2,Not a False Positive,7257.0,7295.0,0.0,0.00021561332370923913,0.14345650472840177,0.0,0.0,-0.27517226338386536,0.009501702882148124,18.0,566.9298706054688,99.99999181704001,0
1072,2694341,2019-08-26 07:47:42+00:00,VH-VYG,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,41284990,Pitch Rate Low During Rotation,Level 2,Not a False Positive,372.75,396.75,0.0,-0.0003260950888356855,0.016378764575834686,0.0,1.0,-0.918327271938324,1.0259422400058844,4.0,5.961111545562744,99.99999181704001,0
1073,2694385,2019-08-26 07:21:38+00:00,VH-VZP,737-800,QFA - 737-800 (1024 wps),YBCS,YSSY,41285025,Rotation Speed High,Level 3,Not a False Positive,480.25,500.25,2.0,-9.5367431640625e-05,0.031134250537218005,0.0,5.0,-1.6545182466506958,5.0374897106273755,0.0,3.127825975418091,99.99999181704001,0
1074,2694331,2019-08-26 05:07:15+00:00,VH-XZF,737-800,QFA - 737-800 (1024 wps),NZWN,YMML,41285107,Deep Touchdown,Level 2,Not a False Positive,14228.25,14248.25,0.0,0.00133514404296875,0.03018238245117939,0.0,30.0,3.7460970878601074,29.921904246012367,0.0,399.149658203125,99.99999181704001,0
1075,2694256,2019-08-26 05:30:06+00:00,VH-VZM,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,41285141,GPWS: Sink Rate,Level 2,Not a False Positive,7079.0,7101.0,10.0,-0.0002126224705430328,0.06528926628824815,0.0,30.0,3.1088037490844727,29.951201121012367,2.0,14.282301902770996,99.99999181704001,0
1076,2694262,2019-08-26 02:50:53+00:00,VH-VXC,737-800,QFA - 737-800 (1024 wps),YSSY,YPPH,41285255,Deep Touchdown,Level 2,Not a False Positive,16497.75,16517.75,0.0,-9.5367431640625e-05,0.08467437927569178,0.0,30.0,3.2909817695617676,30.253964742024742,0.0,57.33823776245117,99.99999181704001,0
1077,2694050,2019-08-26 01:38:39+00:00,VH-VYC,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,41285410,High Speed Below 5000 ft AAL,Level 2,Not a False Positive,2949.0,2986.0,1.0,0.0002700917042084854,0.15981770977902987,0.0,0.0,-1.6545182466506958,0.014252554725956273,17.0,396.98162841796875,99.99999181704001,0
1078,2694119,2019-08-25 23:47:38+00:00,VH-VZQ,737-800,QFA - 737-800 (1024 wps),YSSY,YPDN,41285454,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,16645.0,16667.5,2.0,0.0008096500318877551,0.05931711467351731,0.0,30.0,2.2880685329437256,29.980497996012367,2.5,80.73031616210938,99.99999181704001,0
1081,2692835,2019-08-25 00:14:16+00:00,VH-VZD,737-800,QFA - 737-800 (1024 wps),YBBN,YMML,41286496,Thrust Reversers Delayed During Landing,Level 2,Not a False Positive,7605.75,7687.25,0.0,-3.625538723527893e-05,0.06678770790017491,0.0,30.0,2.7442214488983154,30.312558492024742,61.5,411.84420013427734,99.99999181704001,0
1082,2688487,2019-08-18 10:24:20+00:00,VH-VYC,737-800,QFA - 737-800 (1024 wps),YPPD,YPPH,41291806,Pitch Attitude High During Rotation (Gears Extended),Level 3,Bad Parameter: Bad Sensor on Airplane,68.0,88.0,0.5,339.9995803833008,0.2159005656375494,0.0,5.0,-1.5624268054962158,5.156261340991871,0.0,-390.0010986328125,99.99999181704001,1
1083,2692870,2019-08-24 22:46:00+00:00,VH-VXO,737-800,QFA - 737-800 (1024 wps),YBBN,YPDN,41286507,Deep Touchdown,Level 2,Not a False Positive,14752.0,14772.0,2.0,-9.5367431640625e-05,0.07820551861342576,0.0,30.0,3.7460970878601074,30.195370992024742,0.0,88.96692657470703,99.99999181704001,0
1084,2692803,2019-08-24 22:39:09+00:00,VH-VXE,737-800,QFA - 737-800 (1024 wps),YMML,YBHM,41286573,Short Runway Distance Remaining,Level 2,Not a False Positive,9832.0,9852.0,4.0,-9.5367431640625e-05,0.07405132948057674,0.0,30.0,4.291615962982178,29.980497996012367,0.0,12.327154159545898,99.99999181704001,0
1085,2692432,2019-08-24 04:15:59+00:00,VH-XZK,737-800,QFA - 737-800 (1024 wps),YBBN,YMML,41286895,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,8188.0,8216.0,2.0,0.0007987022399902344,0.025583788966842408,0.0,30.0,2.2880685329437256,30.019589742024742,8.0,357.8944396972656,99.99999181704001,0
1087,2692201,2019-08-23 23:41:59+00:00,VH-VZJ,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,41287186,Rotation Speed High,Level 2,Not a False Positive,699.25,719.25,2.0,0.002765655517578125,0.0323496050028649,0.0,5.0,-1.2862682342529297,4.993988758808857,0.0,9.833365201950073,99.99999181704001,0
1088,2691768,2019-08-23 06:01:32+00:00,VH-VYC,737-800,QFA - 737-800 (1024 wps),YSSY,YPAD,41287764,Deep Touchdown,Level 2,Not a False Positive,7041.0,7061.0,2.0,-9.5367431640625e-05,0.059478623229431996,0.0,30.0,4.200743198394775,30.253964742024742,0.0,13.80090045928955,99.99999181704001,0
1089,2690760,2019-08-22 06:18:53+00:00,VH-XZJ,737-800,QFA - 737-800 (1024 wps),YSSY,NZAA,41288868,Climb Speed High,Level 2,Not a False Positive,377.0,402.0,0.0,-0.001068115234375,0.031065041390936785,0.0,5.0,-1.1942540407180786,5.061244449099979,5.0,6.145526885986328,99.99999181704001,0
1091,2690628,2019-08-22 05:19:56+00:00,VH-VYC,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,41288953,Climb Speed High,Level 2,Not a False Positive,625.0,652.0,8.0,-0.0011654350701279527,0.041423865645418195,0.0,5.0,-1.6545182466506958,5.156261340991871,7.0,13.717289924621582,99.99999181704001,0
1092,2690404,2019-08-22 00:34:31+00:00,VH-XZJ,737-800,QFA - 737-800 (1024 wps),YSSY,YBCG,41289213,Climb Speed High,Level 2,Not a False Positive,1692.0,1728.0,2.0,9.817235610064339e-06,0.03647219321278478,0.0,5.0,-2.023077964782715,5.061244449099979,16.0,17.352676391601562,99.99999181704001,0
1093,2690063,2019-08-21 09:46:44+00:00,VH-VYJ,737-800,QFA - 737-800 (1024 wps),YBBN,YMML,41289484,Airspeed Low Relative to Stall Speed,Level 2,Not a False Positive,8467.0,8489.0,0.0,-0.0002126224705430328,0.060332009392638344,0.0,5.0,33.65470504760742,5.227524009910789,2.0,560.9323120117188,99.99999181704001,0
