flight_record,flight_date_exact,tail_number,airframe,fleet,takeoff_airport_code,landing_airport_code,p14_event_record,p14_event_type,p14_severity,p14_false_positive,p14_start_of_event_10_seconds_seconds_from_start_of_file,p14_end_of_event_10_seconds_seconds_from_start_of_file,p14_duration_of_event_seconds,p14_terrain_elevation_at_start_of_event_ft,p14_data_dropouts_seconds,p14_error_b_w_gmt_and_recorded_time_around_event_percent,p14_estimated_nav_error_at_start_of_event_nm,p14_standard_deviation_of_sample_rate_of_gmt_event_interval_30_seconds_hz,p14_flap_handle_position_at_start_of_event,p14_speed_brake_handle_position_at_start_of_event_deg,p14_flap_position_at_start_of_event_deg_ted,target
2449208,21/11/2018 9:39,VH-VYE,737-800,QFA - 737-800 (1024 wps),YPAD,YBBN,40810893,Rotation Speed High,Level 2,Not a False Positive,555,575,0,10.342556,0,0.001335144,0.029943181,0,5,-1.010283589,5.132507118,0
2449851,21/11/2018 20:49,VH-VYH,737-800,QFA - 737-800 (1024 wps),YPAD,YSSY,40810830,Airborne Speed High,Level 3,Not a False Positive,628,649,1,16.2473259,2,5.55E-04,0.024156353,0,5,-1.470354557,5.061244449,0
2450016,22/11/2018 0:19,VH-VXL,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40810657,Airborne Speed High,Level 2,Not a False Positive,430,451,1,1869.775269,0,2.29E-05,0.033629416,0,5,-1.010283589,4.951231157,0
2450019,22/11/2018 0:09,VH-VZC,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40810734,Airborne Speed High,Level 2,Not a False Positive,1263,1283,0,13.40282536,0,-5.96E-06,0.031075384,0,5,-1.562426805,5.061244449,0
2450047,21/11/2018 23:46,VH-VYB,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40810737,GPWS: Windshear Warning,Level 2,Not a False Positive,7527,7551,4,52.86433029,4,2.00E-05,0.006743685,0,30,4.10985136,30.19537099,0
2450092,22/11/2018 2:07,VH-VZC,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40810629,Rotation Speed High,Level 2,Not a False Positive,450.25,470.25,0,388.7679672,2,-9.54E-05,0.031356897,0,1,-1.654518247,0.99408856,0
2450154,22/11/2018 3:27,VH-VZK,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40810568,Airborne Speed High,Level 2,Not a False Positive,1276,1296,0,13.38809013,9,6.20E-04,0.030977277,0,10,-1.102259159,10.24415843,0
2450160,22/11/2018 3:22,VH-VYB,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40810621,High Speed Below 3000 ft AAL,Level 2,Not a False Positive,5261,5285,4,220.3900757,2,-3.26E-04,0.004440399,0,0,-0.826390207,0.009501703,0
2450355,22/11/2018 4:50,VH-VXA,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40810559,Rotation Speed High,Level 2,Not a False Positive,809.75,829.75,0,12.53817916,4,-9.54E-05,0.05877889,0,5,0.367041558,5.061244449,0
2450355,22/11/2018 4:50,VH-VXA,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40810560,Airborne Speed High,Level 2,Not a False Positive,817,838,1,13.91940498,4,-8.64E-04,0.055762806,0,5,0.458709747,5.061244449,0
2450414,22/11/2018 5:41,VH-VYB,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40810601,GPWS: Windshear Warning,Level 2,Not a False Positive,5175,5199,4,37.72494125,4,-3.26E-04,0.001281857,0,30,4.10985136,30.13677724,0
2450467,22/11/2018 6:09,VH-VZH,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40810470,Climb Speed High,Level 2,Not a False Positive,1589,1611,2,15.72148037,2,-2.13E-04,0.046741382,0,5,-1.102259159,5.061244449,0
2450467,22/11/2018 6:09,VH-VZH,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40810472,Rotation Speed High,Level 2,Not a False Positive,1580.25,1600.25,0,11.57997847,2,-9.54E-05,0.065821404,0,5,-1.010283589,5.061244449,0
2450467,22/11/2018 6:09,VH-VZH,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40810477,Airborne Speed High,Level 2,Not a False Positive,1587,1607,0,13.87808132,2,-9.54E-05,0.056969121,0,5,-1.010283589,5.061244449,0
2450526,22/11/2018 6:42,VH-VZE,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40810475,High Speed Below 5000 ft AAL,Level 2,Not a False Positive,6104,6135,11,949.5136108,0,-4.08E-05,0.004501704,0,0,-1.010283589,0,0
2450573,22/11/2018 9:55,VH-VXU,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40810408,Airborne Speed High,Level 2,Not a False Positive,933,954,1,15.34464455,4,5.55E-04,0.029682646,0,5,-0.458834648,5.132507118,0
2450754,22/11/2018 21:18,VH-VXO,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40810286,Airborne Speed High,Level 2,Not a False Positive,779,799,0,396.3024292,2,-0.001525879,0.029082912,0,5,-0.091586694,5.156261341,0
2450790,22/11/2018 22:00,VH-VYB,737-800,QFA - 737-800 (1024 wps),YSSY,YPAD,40810231,Airborne Speed High,Level 2,Not a False Positive,1213,1236,3,13.26028919,0,-9.68E-04,0.029265312,0,5,-0.734472454,5.180015564,0
2450903,23/11/2018 0:10,VH-VYA,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40810189,GPWS: Sink Rate,Level 2,Not a False Positive,6116,6137,1,44.59923553,10,-1.54E-04,0.009614953,0,30,4.018940926,30.37115224,0
2450913,23/11/2018 1:10,VH-VYC,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40810160,Rotation Speed High,Level 2,Not a False Positive,438.5,458.5,0,1867.301514,0,8.34E-05,0.050575191,0,5,-1.37830174,5.156261341,0
2451107,23/11/2018 3:16,VH-VYL,737-800,QFA - 737-800 (1024 wps),YPPH,YGIA,40809991,Pitch Rate Low during Rotation,Level 2,Not a False Positive,487.25,511.25,4,48.63425827,4,3.66E-04,0.047285316,0,1,-0.642573953,1.021435028,0
2451114,23/11/2018 3:49,VH-VZH,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40810002,Airborne Speed High,Level 2,Not a False Positive,700,721,1,12.16370106,0,-1.54E-04,0.058183226,0,5,-0.183369875,5.061244449,0
2451154,23/11/2018 4:44,VH-XZE,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40810073,Airborne Speed High,Level 2,Not a False Positive,560,580,0,13.35463428,0,-9.54E-05,0.058987389,0,5,-1.102259159,5.108752895,0
2451162,23/11/2018 3:40,VH-VZP,737-800,QFA - 737-800 (1024 wps),YSSY,YBCS,40810148,Airborne Speed High,Level 2,Not a False Positive,845,865,0,15.33577156,0,-9.54E-05,0.033753774,0,10,-0.918327272,10.06837718,0
2451209,23/11/2018 5:06,VH-VYD,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40810057,Airborne Speed High,Level 2,Not a False Positive,894,916,2,397.3315125,2,-2.13E-04,0.035587564,0,5,-0.550694644,4.965483691,0
2451219,23/11/2018 6:08,VH-VYF,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40809959,Airborne Speed High,Level 2,Not a False Positive,950,971,1,12.81094074,2,5.55E-04,0.031776891,0,5,-0.091586694,5.037489711,0
2451362,23/11/2018 11:31,VH-VYE,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40809850,Deep Touchdown,Level 2,Not a False Positive,4033.5,4053.5,0,8.38954258,2,-9.54E-05,0.016875923,0,30,2.835395336,30.37115224,0
2451365,23/11/2018 7:41,VH-VYK,737-800,QFA - 737-800 (1024 wps),YSSY,YPPH,40810058,Airborne Speed High,Level 2,Not a False Positive,773,793,0,14.90972137,2,-9.54E-05,0.032603566,0,5,-0.642573953,5.061244449,0
2451575,23/11/2018 23:14,VH-VXS,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40809762,Rotation Speed High,Level 2,Not a False Positive,707.75,727.75,0,5.957007766,0,0.832462311,0.067068735,0,5,-0.458834648,5.156261341,0
2451600,23/11/2018 23:17,VH-VXQ,737-800,QFA - 737-800 (1024 wps),YBBN,YMML,40809710,Airborne Speed High,Level 2,Not a False Positive,500,520,0,9.838504791,0,0.004196167,0.043623834,0,5,0.275354236,5.156261341,0
2451629,24/11/2018 0:59,VH-VXT,737-800,QFA - 737-800 (1024 wps),YBCG,YSSY,40809699,Airborne Speed High,Level 2,Not a False Positive,533,555,2,16.33920479,0,1.39E-04,0.057827882,0,1,-1.562426805,1.012420556,0
2451750,24/11/2018 4:22,VH-VXM,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40809548,Rotation Speed High,Level 2,Not a False Positive,525,545,0,5.893523693,0,0.001335144,0.06110238,0,5,-1.194254041,5.132507118,0
2452026,24/11/2018 20:35,VH-VYZ,737-800,QFA - 737-800 (1024 wps),YPAD,YBBN,40809511,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,478.75,498.75,0,12.98732924,0,NA,0.035186786,0,1,-0.734472454,1.034956663,0
2452028,24/11/2018 21:15,VH-VXE,737-800,QFA - 737-800 (1024 wps),YBCG,YSSY,40809394,Climb Speed High,Level 2,Not a False Positive,511,533,2,-13.75090694,0,0.002601498,0.016836998,0,1,-0.458834648,0.97508513,0
2452159,24/11/2018 23:20,VH-VZP,737-800,QFA - 737-800 (1024 wps),YSSY,YBAS,40809583,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,556.5,576.5,0,9.517148018,0,0.001335144,0.037711347,0,1,-1.654518247,0.998839404,0
2452179,24/11/2018 23:04,VH-VXG,737-800,QFA - 737-800 (1024 wps),YBBN,YPDN,40809465,Deep Touchdown,Level 2,Not a False Positive,14241,14261,0,81.82923889,0,-9.54E-05,0.028998962,0,30,3.837063789,30.42974599,0
2452516,25/11/2018 10:06,VH-VYD,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40809111,Airborne Speed High,Level 2,Not a False Positive,537,558,1,9.619152069,0,5.55E-04,0.042558195,0,1,-1.286268234,0.99408856,0
2452717,25/11/2018 21:44,VH-VYD,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40809049,Airborne Speed High,Level 2,Not a False Positive,763,783,0,12.76377487,0,-0.001525879,0.02724035,0,5,-1.286268234,4.965483691,0
2452752,25/11/2018 22:48,VH-VZC,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40808988,Airborne Speed High,Level 2,Not a False Positive,848,868,0,12.37506676,2,-0.001525879,0.027073895,0,5,-0.642573953,5.061244449,0
2453010,26/11/2018 0:34,VH-VXS,737-800,QFA - 737-800 (1024 wps),YPPH,YPDN,40808916,Airborne Speed High,Level 2,Not a False Positive,525,545,0,56.32611084,2,-9.54E-05,0.032621285,0,5,-1.470354557,5.156261341,0
2453133,26/11/2018 5:22,VH-VXE,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40808703,Rotation Speed High,Level 2,Not a False Positive,489,509,0,5.691627502,0,-9.54E-05,0.032742885,0,5,-0.458834648,4.965483691,0
2453316,26/11/2018 8:28,VH-VXL,737-800,QFA - 737-800 (1024 wps),YPPH,YBBN,40808972,High Speed Below 5000 ft AAL,Level 3,Not a False Positive,13970,14015,25,-8.261621475,2,0.001631112,0.016080196,0,0,-1.194254041,0.009501703,0
2453533,26/11/2018 21:38,VH-VYZ,737-800,QFA - 737-800 (1024 wps),YPPH,YSOL,40808586,Airborne Speed High,Level 2,Not a False Positive,607,627,0,47.73787308,6,-0.001525879,0.061563827,0,5,-0.826390207,5.132507118,0
2453867,26/11/2018 22:11,VH-VZE,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40808474,High Speed Below 3000 ft AAL,Level 2,Not a False Positive,5232,5288,36,-19.20445824,0,-6.46E-04,0.008194376,0,0,33.31401443,0,0
2454861,27/11/2018 21:18,VH-VYI,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40808022,Rotation Speed High,Level 2,Not a False Positive,635,655,0,9.162216187,16,-0.001525879,0.029864456,0,5,-1.286268234,5.180015564,0
2454990,28/11/2018 0:30,VH-VXT,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40807895,Airborne Speed High,Level 2,Not a False Positive,471,491,0,345.691864,0,8.34E-05,0.031908333,0,5,-0.642573953,5.22752401,0
2455159,28/11/2018 4:31,VH-VYL,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40807845,Airborne Speed High,Level 2,Not a False Positive,631,652,1,10.48702717,0,-8.64E-04,0.063168659,0,5,1.008317471,5.180015564,0
2455268,28/11/2018 6:57,VH-VXR,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40807866,Airborne Speed High,Level 2,Not a False Positive,581,603,2,374.081543,4,0.001194438,0.043055548,0,5,-1.470354557,4.979736225,0
2455279,28/11/2018 7:08,VH-VZQ,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40807910,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,663.5,683.5,0,12.89805317,8,6.20E-04,0.038526858,0,5,-1.102259159,5.037489711,0
2455443,28/11/2018 1:50,VH-VYF,737-800,QFA - 737-800 (1024 wps),YSSY,YPDN,40808046,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,1394.75,1414.75,0,15.64762878,19,-5.96E-06,0.066656056,0,5,-0.73448208,5.037489711,0
2456457,28/11/2018 23:19,VH-VYC,737-800,QFA - 737-800 (1024 wps),YSSY,YBCG,40807575,Rotation Speed High,Level 2,Not a False Positive,1003.5,1023.5,0,9.735644341,4,-0.001525879,0.031024475,0,5,-1.562426805,5.14438423,0
2456457,28/11/2018 23:19,VH-VYC,737-800,QFA - 737-800 (1024 wps),YSSY,YBCG,40807576,Airborne Speed High,Level 3,Not a False Positive,1010,1030,0,14.77674866,4,0.004196167,0.03355073,0,5,-1.562426805,5.132507118,0
2456477,28/11/2018 23:26,VH-VXG,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40807553,Airborne Speed High,Level 2,Not a False Positive,1033,1053,0,12.68447399,0,-0.001525879,0.030921436,0,5,-0.458834648,5.180015564,0
2456490,28/11/2018 23:52,VH-VXR,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40807492,Airborne Speed High,Level 2,Not a False Positive,719,740,1,12.20670795,4,5.55E-04,0.034363388,0,5,-1.286268234,4.979736225,0
2456505,28/11/2018 23:56,VH-VZC,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40807481,Airborne Speed High,Level 2,Not a False Positive,644,664,0,13.49114323,0,0.004196167,0.033668066,0,5,-0.642573953,5.061244449,0
2456625,29/11/2018 2:13,VH-VZC,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40807352,Airborne Speed High,Level 2,Not a False Positive,1020,1042,2,372.7629395,0,-2.13E-04,0.053351117,0,1,-1.562426805,0.99408856,0
2456625,29/11/2018 2:13,VH-VZC,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40807353,Pitch Rate Low during Rotation,Level 2,Not a False Positive,1012.75,1036.75,4,382.8963776,0,3.66E-04,0.050170891,0,1,-1.562426805,0.997651693,0
2457151,29/11/2018 19:45,VH-VYG,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40807125,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,1694,5009,3295,328.0839905,2,1.16E-04,0.005540152,0,0,-1.010283589,0.014252555,1
2458529,2/12/2018 4:41,VH-VZI,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40806190,Airborne Speed High,Level 2,Not a False Positive,693,714,1,14.90540504,18,-8.64E-04,0.028983247,0,5,-1.194254041,5.061244449,0
2458713,2/12/2018 7:17,VH-VXO,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40806223,Airborne Speed High,Level 2,Not a False Positive,1032,1054,2,12.17601204,6,-2.13E-04,0.026735474,0,5,-0.642573953,5.156261341,0
2458741,2/12/2018 20:00,VH-VXT,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40806075,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,1005.25,1025.25,0,382.7478943,4,-9.54E-05,0.06155212,0,1,-1.562426805,1.012420556,0
2458777,2/12/2018 21:18,VH-XZE,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40806777,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,604.5,624.5,0,9.54758358,0,-0.001525879,0.044966717,0,5,-0.091586694,5.132507118,0
2459501,3/12/2018 0:16,VH-VXJ,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40806088,Airborne Speed High,Level 2,Not a False Positive,914,934,0,13.86677933,8,-5.96E-06,0.055416585,0,5,-1.102259159,4.951231157,0
2459949,2/12/2018 1:35,VH-VYZ,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40805866,Airborne Speed High,Level 2,Not a False Positive,1745,1765,0,16.68261337,4,2.62E-04,0.034393022,0,5,-0.734472454,5.132507118,0
2459999,2/12/2018 23:35,VH-VYZ,737-800,QFA - 737-800 (1024 wps),YSSY,YBAS,40806115,Airborne Speed High,Level 2,Not a False Positive,975,995,0,6.736412048,0,-0.001525879,0.061540248,0,1,-0.826390207,1.02594224,0
2460530,2/12/2018 1:51,VH-VYD,737-800,QFA - 737-800 (1024 wps),YMML,YPAD,40805494,Airborne Speed High,Level 2,Not a False Positive,572,592,0,397.7885132,0,-9.54E-05,0.033917428,0,5,-1.286268234,4.965483691,0
2460545,2/12/2018 21:49,VH-VYD,737-800,QFA - 737-800 (1024 wps),YMML,YPAD,40805440,Airborne Speed High,Level 2,Not a False Positive,670,691,1,397.2773743,0,5.55E-04,0.027592817,0,5,-1.286268234,4.965483691,0
2460678,2/12/2018 19:11,VH-VXG,737-800,QFA - 737-800 (1024 wps),YSCB,YPAD,40805282,Airborne Speed High,Level 2,Not a False Positive,629,649,0,1869.481445,0,-0.001525879,0.065641771,0,1,-1.470354557,1.016927768,0
2460743,2/12/2018 2:34,VH-VXP,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40805227,Airborne Speed High,Level 3,Not a False Positive,1433,1453,0,16.51498985,13,6.20E-04,0.039226632,0,5,-0.550694644,5.156261341,0
2460864,2/12/2018 0:35,VH-VZE,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40805207,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,4781,4803,2,21.57818985,12,1.39E-04,0.009189279,0,30,3.837063789,30.01958974,0
2461593,5/12/2018 1:47,VH-VXS,737-800,QFA - 737-800 (1024 wps),YBCG,YMML,40804626,Rotation Speed High,Level 2,Not a False Positive,627,647,0,12.17769241,0,-9.54E-05,0.047506687,0,5,-1.37830174,5.156261341,0
2462433,6/12/2018 1:58,VH-VXU,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40804139,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,639.25,659.25,0,391.2524643,4,-9.54E-05,0.042847419,0,1,-0.366993845,1.007913345,0
2462487,5/12/2018 23:24,VH-VXC,737-800,QFA - 737-800 (1024 wps),YMHB,YMML,40803953,Airborne Speed High,Level 2,Not a False Positive,627,647,0,10.34900856,2,-0.001525879,0.053087832,0,1,-0.734472454,0.99408856,0
2462567,6/12/2018 4:48,VH-VYJ,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40804123,Airborne Speed High,Level 2,Not a False Positive,467,487,0,10.01686859,0,-9.54E-05,0.050646437,0,5,-0.734472454,5.22752401,0
2463090,6/12/2018 21:23,VH-VXR,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40803899,Airborne Speed High,Level 2,Not a False Positive,759,779,0,397.9393616,6,-0.001525879,0.038257381,0,5,-1.470354557,4.979736225,0
2463281,6/12/2018 22:48,VH-XZE,737-800,QFA - 737-800 (1024 wps),YMML,NZWN,40803840,Airborne Speed High,Level 2,Not a False Positive,1379,1399,0,391.2035522,0,0.004196167,0.02707522,0,5,-1.102259159,5.108752895,0
2463283,6/12/2018 23:34,VH-VXB,737-800,QFA - 737-800 (1024 wps),YSSY,YBAS,40803839,GPWS: Sink Rate,Level 2,Not a False Positive,10667,10689,2,1782.655396,0,-2.13E-04,0.008580844,0,30,4.200743198,29.980498,0
2463374,7/12/2018 1:21,VH-VXE,737-800,QFA - 737-800 (1024 wps),YBHM,YMML,40803861,Airborne Speed High,Level 2,Not a False Positive,541,561,0,13.75015831,2,2.62E-04,0.033221478,0,25,-0.458834648,24.80473836,0
2463472,7/12/2018 4:02,VH-VZA,737-800,QFA - 737-800 (1024 wps),YBBN,YPAD,40803557,Airborne Speed High,Level 2,Not a False Positive,777,797,0,10.97523022,0,-9.54E-05,0.040131759,0,5,-0.826390207,5.180015564,0
2463503,7/12/2018 5:45,VH-VYI,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40803560,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,864.75,884.75,0,12.16122293,4,-9.54E-05,0.044114231,0,5,-1.1482566,5.174077008,0
2463675,7/12/2018 9:29,VH-VXT,737-800,QFA - 737-800 (1024 wps),YPAD,YSSY,40803417,Airborne Speed High,Level 2,Not a False Positive,549,569,0,13.95085812,2,0.001335144,0.0464698,0,1,-1.470354557,1.012420556,0
2464233,8/12/2018 6:52,VH-VYZ,737-800,QFA - 737-800 (1024 wps),YPPH,YBBN,40803339,Airborne Speed High,Level 2,Not a False Positive,573,594,1,55.83212662,0,5.55E-04,0.033166696,0,1,-0.826390207,1.02594224,0
2464516,9/12/2018 2:22,VH-VYK,737-800,QFA - 737-800 (1024 wps),YBBN,YMML,40803113,Deep Touchdown,Level 2,Not a False Positive,8054,8074,0,399.9456787,0,-9.54E-05,0.028982794,0,30,4.291615963,29.95120112,0
2464638,9/12/2018 5:50,VH-VYE,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40802888,VFE (Flap Airspeed Limit) Exceedance,Level 2,Not a False Positive,6215,6236,1,687.8742676,2,-8.64E-04,0.006932068,0,30,3.928011894,30.37115224,0
2465656,10/12/2018 3:40,VH-VZB,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40802481,Airborne Speed High,Level 2,Not a False Positive,434,454,0,1869.609497,0,-9.54E-05,0.055198713,0,1,-0.091586694,0.98458687,0
2466278,10/12/2018 22:52,VH-VXU,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40802175,Thrust reversers delayed during landing,Level 2,Not a False Positive,3848.5,3929.75,61.25,411.3923492,0,-7.37E-04,0.024044205,0,40,3.837063789,40,0
2466698,11/12/2018 3:28,VH-VXP,737-800,QFA - 737-800 (1024 wps),YSSY,YPPH,40802140,Airborne Speed High,Level 2,Not a False Positive,549,570,1,10.32582664,0,5.55E-04,0.063269036,0,1,-0.918327272,1.007913345,0
2466757,11/12/2018 7:52,VH-VZD,737-800,QFA - 737-800 (1024 wps),YPAD,YSSY,40801932,Airborne Speed High,Level 2,Not a False Positive,552,572,0,15.78592968,2,-9.54E-05,0.039345537,0,1,-1.562426805,1.012420556,0
2466944,11/12/2018 19:50,VH-VXQ,737-800,QFA - 737-800 (1024 wps),YMHB,YMML,40801880,Below Minimum Maneuver Speed,Level 2,Bad Parameter: Bad Sensor on Airplane,627.25,5265,4617.75,9.850185871,2,-1.50E-05,0.044860988,0,5,-0.550694644,5.156261341,1
2467184,11/12/2018 23:16,VH-VYG,737-800,QFA - 737-800 (1024 wps),YMHB,YMML,40801773,TCAS Resolution Advisory,Level 2,Not a False Positive,4337,4367,10,157.4240417,12,1.47E-05,0.006963273,0,30,4.018940926,30.07818349,0
2467343,12/12/2018 2:59,VH-VZE,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40801602,Airborne Speed High,Level 2,Not a False Positive,554,574,0,409.4978333,2,0.833177567,0.032902345,0,1,-0.918327272,0.99408856,0
2467388,12/12/2018 1:19,VH-VYZ,737-800,QFA - 737-800 (1024 wps),NZAA,YMML,40801750,High Rate of Descent 1000 ft HAT -> 500 HAT,Level 2,Not a False Positive,14180,14206,6,320.0722656,0,-4.36E-04,0.006175512,0,30,3.928011894,30.01958974,0
2467554,12/12/2018 4:45,VH-VXA,737-800,QFA - 737-800 (1024 wps),YPPH,UNKNOWN,40801768,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,288.5,308.5,0,53.5157299,0,-9.54E-05,0.027966593,0,1,0.458709747,1.003406133,0
2467752,12/12/2018 19:45,VH-VXG,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40801412,Airborne Speed High,Level 2,Not a False Positive,651,672,1,15.2737484,4,-0.005119891,0.025810905,0,5,-1.37830174,5.180015564,0
2467757,12/12/2018 19:38,VH-VXQ,737-800,QFA - 737-800 (1024 wps),YPAD,YSSY,40801317,Rotation Speed High,Level 3,Not a False Positive,512.5,532.5,0,10.73431253,4,0.001335144,0.026559679,0,5,-0.550694644,5.168138452,0
2467757,12/12/2018 19:38,VH-VXQ,737-800,QFA - 737-800 (1024 wps),YPAD,YSSY,40801318,Airborne Speed High,Level 3,Not a False Positive,519,539,0,16.57085609,4,-0.001525879,0.030273254,0,5,-0.550694644,5.156261341,0
2468499,13/12/2018 5:08,VH-VZA,737-800,QFA - 737-800 (1024 wps),YPAD,YSSY,40801100,Airspeed Low Relative to Stall Speed,Level 2,Not a False Positive,4842,4865,3,1919.291296,14,-9.68E-04,0.017260348,0,0,-1.562426805,0.014252555,0
2468499,13/12/2018 5:08,VH-VZA,737-800,QFA - 737-800 (1024 wps),YPAD,YSSY,40801102,Stick shaker,Level 2,Not a False Positive,4844,4864,0,1952.099719,14,-9.54E-05,0.018748342,0,0,-1.562426805,0.009501703,0
2468556,13/12/2018 7:09,VH-VYB,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40801090,Airborne Speed High,Level 2,Not a False Positive,471,492,1,15.61209202,0,-8.64E-04,0.063020513,0,5,-0.734472454,5.180015564,0
2468591,13/12/2018 8:18,VH-VZG,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40800913,Rotation Speed High,Level 3,Not a False Positive,573,593,0,11.33360195,0,-0.001525879,0.034767999,0,5,-1.286268234,5.156261341,0
2468591,13/12/2018 8:18,VH-VZG,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40800914,Airborne Speed High,Level 2,Not a False Positive,578,599,1,15.36436272,0,5.55E-04,0.037493254,0,5,-1.286268234,5.156261341,0
2468878,13/12/2018 21:54,VH-VXB,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40801429,Deep Touchdown,Level 2,Not a False Positive,5322,5342,0,353.8163757,0,-0.001525879,0.031117358,0,30,4.200743198,29.980498,0
2470336,15/12/2018 23:58,VH-VZF,737-800,QFA - 737-800 (1024 wps),YSSY,YBHM,40800198,Short Runway Distance Remaining,Level 2,Not a False Positive,8600,8620,0,12.08598709,2,-9.54E-05,0.033238426,0,40,3.928011894,40,0
