flight_record,flight_date_exact,tail_number,airframe,fleet,takeoff_airport_code,landing_airport_code,p14_event_record,p14_event_type,p14_severity,p14_false_positive,p14_start_of_event_10_seconds_seconds_from_start_of_file,p14_end_of_event_10_seconds_seconds_from_start_of_file,p14_data_dropouts_seconds,p14_error_b_w_gmt_and_recorded_time_around_event_percent,p14_estimated_nav_error_at_start_of_event_nm,p14_standard_deviation_of_sample_rate_of_gmt_event_interval_30_seconds_hz,p14_flap_handle_position_at_start_of_event,p14_speed_brake_handle_position_at_start_of_event_deg,p14_flap_position_at_start_of_event_deg_ted,target
2656615,16/07/2019 1:28,VH-XZN,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40691639,Airborne Speed High,Level 2,Not a False Positive,498,518,4,-9.54E-05,0.019775897,0,5,-1.470354557,5.156261341,0
2656357,15/07/2019 21:13,VH-VZY,737-800,QFA - 737-800 (1024 wps),YPAD,YSSY,40691766,Speed Brakes Used During Final Approach,Level 2,Not a False Positive,5880,5900,4,0.004196167,0.072469385,0,30,4.654920101,29.92190425,0
2656366,15/07/2019 21:36,VH-VXB,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40691802,High Speed Below 3000 ft AAL,Level 2,Not a False Positive,5142,5181,0,-0.001690542,0.071451939,0,0,34.08021545,0,0
2656334,15/07/2019 9:15,VH-XZB,737-800,QFA - 737-800 (1024 wps),YSSY,NZWN,40691938,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,11431,11454,2,-9.68E-04,0.058683705,0,30,3.837063789,29.89260737,0
2655886,15/07/2019 11:43,VH-VXB,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40692167,Airborne Speed High,Level 2,Not a False Positive,411,431,2,0.001335144,0.052065904,0,5,-1.470354557,4.993988759,0
2655594,15/07/2019 3:27,VH-VYD,737-800,QFA - 737-800 (1024 wps),YPAD,YSSY,40692539,Late Land Flap Selection,Level 2,Not a False Positive,6483,6503,2,-9.54E-05,0.094629096,0,30,3.928011894,22.57817078,0
2655770,15/07/2019 5:23,VH-XZG,737-800,QFA - 737-800 (1024 wps),NZWN,YMML,40692613,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,6136,14274.5,0,-2.04E-06,0.214707353,0,0,-0.826390207,0.004750851,1
2654409,14/07/2019 11:48,VH-VZO,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40692939,Climb Speed High,Level 2,Not a False Positive,429,450,2,-0.002282513,0.018379728,0,5,-0.918327272,5.156261341,0
2654399,14/07/2019 2:11,VH-VXP,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40692968,High Vertical Acceleration at landing,Level 2,Not a False Positive,5122,5148,0,2.45E-04,0.062181343,0,30,4.10985136,30.19537099,0
2654452,14/07/2019 10:34,VH-VXT,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40693012,Airborne Speed High,Level 2,Not a False Positive,576,597,2,5.55E-04,0.023279795,0,5,-0.826390207,5.22752401,0
2654194,14/07/2019 7:48,VH-VXB,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40693495,GPWS: Too Low Flap,Level 2,Not a False Positive,8193,8214,2,5.55E-04,0.065996236,0,25,4.200743198,24.92192586,0
2654194,14/07/2019 7:48,VH-VXB,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40693497,Late Land Flap Selection,Level 2,Not a False Positive,8196,8216,2,0.001335144,0.066800652,0,30,4.200743198,24.92192586,0
2653386,13/07/2019 4:19,VH-VXH,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40693736,Airborne Speed High,Level 2,Not a False Positive,1272,1293,0,-8.64E-04,0.0266283,0,5,-1.010283589,4.965483691,0
2653422,13/07/2019 3:57,VH-VZI,737-800,QFA - 737-800 (1024 wps),YBBN,YPAD,40693756,Airborne Speed High,Level 2,Not a False Positive,473,494,0,-1.54E-04,0.022924213,0,5,-0.642573953,5.061244449,0
2653521,13/07/2019 6:04,VH-VZY,737-800,QFA - 737-800 (1024 wps),YPDN,YSSY,40693823,Airborne Speed High,Level 2,Not a False Positive,680,701,2,-8.64E-04,0.053447308,0,10,-1.194254041,10.0390803,0
2653261,13/07/2019 1:00,VH-VYG,737-800,QFA - 737-800 (1024 wps),YBCG,YSSY,40693844,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,4694,4720,0,2.45E-04,0.024707784,0,30,3.928011894,30.07818349,0
2653165,12/07/2019 21:56,VH-VZC,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40694031,Airborne Speed High,Level 2,Not a False Positive,696,716,2,0.833892822,0.03772725,0,5,-1.562426805,5.132507118,0
2653146,12/07/2019 20:44,VH-VYC,737-800,QFA - 737-800 (1024 wps),YPAD,YBBN,40694112,Airborne Speed High,Level 2,Not a False Positive,403,423,4,0.004196167,0.003725093,0,1,-1.654518247,1.016927768,0
2653483,13/07/2019 4:44,VH-VYZ,737-800,QFA - 737-800 (1024 wps),YMML,YPPH,40694146,Airborne Speed High,Level 2,Not a False Positive,516,536,0,-9.54E-05,0.019452462,0,5,-0.918327272,5.156261341,0
2653138,12/07/2019 20:40,VH-VYK,737-800,QFA - 737-800 (1024 wps),YPAD,YSSY,40694166,Airborne Speed High,Level 2,Not a False Positive,421,441,10,-0.001525879,0.045000923,0,1,-0.734472454,1.003406133,0
2653221,12/07/2019 23:05,VH-XZP,737-800,QFA - 737-800 (1024 wps),YPAD,YSSY,40694177,High Speed Below 3000 ft AAL,Level 2,Not a False Positive,6048,6069,4,2.29E-05,0.060664194,0,1,-0.366993845,1.003406133,0
2652986,12/07/2019 10:17,VH-VXO,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40694188,Thrust reversers delayed during landing,Level 2,Not a False Positive,5037.5,5118.75,2,2.10E-04,0.028737412,0,30,3.746097088,30.19537099,0
2653299,12/07/2019 23:53,VH-XZC,737-800,QFA - 737-800 (1024 wps),YBBN,NZQN,40694366,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,12272,12294,4,-2.13E-04,0.075995592,0,30,3.65511179,30.07818349,0
2652853,12/07/2019 6:21,VH-VZO,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40694536,Airborne Speed High,Level 2,Not a False Positive,667,688,6,-8.64E-04,0.024685988,0,5,-1.010283589,5.156261341,0
2652760,12/07/2019 4:51,VH-XZB,737-800,QFA - 737-800 (1024 wps),YMHB,YMML,40694569,Airborne Speed High,Level 2,Not a False Positive,430,450,2,-9.54E-05,0.01455039,0,5,-1.286268234,5.061244449,0
2652607,12/07/2019 1:29,VH-VZU,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40694601,Airborne Speed High,Level 2,Not a False Positive,990,1010,6,2.62E-04,0.018695489,0,5,-1.37830174,5.037489711,0
2652552,12/07/2019 0:22,VH-VXA,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40694645,Airborne Speed High,Level 2,Not a False Positive,311,331,0,-5.96E-06,0.02711749,0,5,-0.458834648,5.156261341,0
2652637,12/07/2019 1:48,VH-VYA,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40694713,Airborne Speed High,Level 2,Not a False Positive,897,917,0,2.62E-04,0.011010808,0,5,-0.091586694,4.979736225,0
2652158,11/07/2019 12:14,VH-VYC,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40694948,Deep Touchdown,Level 3,Not a False Positive,4278,4298,6,-0.001525879,0.060079119,0,30,2.470586538,30.25396474,0
2652157,11/07/2019 11:22,VH-VYK,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40695082,Deep Touchdown,Level 3,Not a False Positive,8268.25,8288.25,2,0.001335144,0.065680893,0,30,4.200743198,29.980498,0
2651891,11/07/2019 4:23,VH-VXT,737-800,QFA - 737-800 (1024 wps),YPDN,YBBN,40695371,Airborne Speed High,Level 2,Not a False Positive,227,247,0,-9.54E-05,0.051300117,0,5,-1.470354557,5.22752401,0
2651891,11/07/2019 4:23,VH-VXT,737-800,QFA - 737-800 (1024 wps),YPDN,YBBN,40695375,Pitch Rate Low during Rotation,Level 2,Not a False Positive,217,241,0,-3.26E-04,0.037702599,0,5,-1.470354557,5.22752401,0
2651215,10/07/2019 11:32,VH-VXT,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40695831,Climb Speed High,Level 2,Not a False Positive,533,557,2,-0.001710461,0.044920515,0,5,-1.562426805,5.22752401,0
2651215,10/07/2019 11:32,VH-VXT,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40695833,Rotation Speed High,Level 3,Not a False Positive,517.25,537.25,2,6.20E-04,0.022055266,0,5,-1.608472526,5.22752401,0
2651215,10/07/2019 11:32,VH-VXT,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40695834,Airborne Speed High,Level 2,Not a False Positive,523,543,2,0.001335144,0.020648792,0,5,-1.654518247,5.22752401,0
2651188,10/07/2019 11:20,VH-XZN,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40695955,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,8109,8131,6,-2.13E-04,0.044110103,0,30,4.018940926,30.25396474,0
2650904,10/07/2019 4:24,VH-VYI,737-800,QFA - 737-800 (1024 wps),YPDN,YAYE,40696166,GPWS: Sink Rate,Level 2,Not a False Positive,7353,7374,0,5.55E-04,0.058801599,0,30,3.29098177,30.25396474,0
2650912,10/07/2019 5:20,VH-VXK,737-800,QFA - 737-800 (1024 wps),YMHB,YMML,40696191,Climb Speed High,Level 2,Not a False Positive,509,530,2,5.55E-04,0.043695929,0,1,-1.37830174,1.02594224,0
2650589,10/07/2019 1:02,VH-VZR,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40696323,Airborne Speed High,Level 2,Not a False Positive,585,605,6,2.62E-04,0.072170075,0,5,-1.37830174,4.936978624,0
2650303,9/07/2019 12:11,VH-VYL,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40696650,Deep Touchdown,Level 3,Not a False Positive,5070.25,5090.25,6,-0.001525879,0.069964898,0,30,4.291615963,30.25396474,0
2649464,8/07/2019 8:08,VH-VYD,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40697487,TCAS Resolution Advisory,Level 2,Not a False Positive,920,951,0,-0.00135116,0.14857613,0,0,-0.550694644,0,0
2649241,8/07/2019 3:46,VH-VYK,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40697650,Deep Touchdown,Level 2,Not a False Positive,4194.75,4214.75,0,-9.54E-05,0.050791768,0,30,4.200743198,29.95120112,0
2648716,7/07/2019 23:58,VH-VYD,737-800,QFA - 737-800 (1024 wps),YPAD,YSSY,40697912,Airborne Speed High,Level 2,Not a False Positive,696,716,2,-0.001143105,0.04908836,0,1,-1.286268234,0.989337715,0
2649083,8/07/2019 1:24,VH-XZC,737-800,QFA - 737-800 (1024 wps),YPAD,YBAS,40697932,Airborne Speed High,Level 2,Not a False Positive,475,495,2,-9.54E-05,0.04756186,0,1,-1.930908918,1.003406133,0
2647825,7/07/2019 2:48,VH-VXS,737-800,QFA - 737-800 (1024 wps),YMML,YPPH,40698524,Thrust reversers delayed during landing,Level 2,Not a False Positive,14291,14372.75,0,1.90E-04,0.051525092,0,30,2.196781158,30.07818349,0
2647732,7/07/2019 2:31,VH-VXQ,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40698609,Speed Brakes Used During Final Approach,Level 3,Bad Parameter: Bad Sensor on Airplane,4978.5,4998.5,2,-0.833368301,0.053396165,0,30,4.745699406,30.19537099,1
2647539,6/07/2019 20:14,VH-VYC,737-800,QFA - 737-800 (1024 wps),YMHB,YMML,40698747,Airborne Speed High,Level 2,Not a False Positive,410,430,2,-0.001525879,0.02735628,0,1,-1.654518247,1.016927768,0
2647386,6/07/2019 4:00,VH-VXU,737-800,QFA - 737-800 (1024 wps),YPDN,YBBN,40699286,Rotation Speed High,Level 2,Not a False Positive,664,684,2,-9.54E-05,0.014622098,0,5,-0.366993845,5.156261341,0
2647263,6/07/2019 2:28,VH-VYH,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40699287,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,585.5,605.5,4,-9.54E-05,0.002823137,0,1,-0.826390207,1.012420556,0
2647386,6/07/2019 4:00,VH-VXU,737-800,QFA - 737-800 (1024 wps),YPDN,YBBN,40699288,Airborne Speed High,Level 2,Not a False Positive,672,692,2,-9.54E-05,0.024969792,0,5,-0.366993845,5.132507118,0
2646903,5/07/2019 11:36,VH-XZP,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40699358,Airborne Speed High,Level 2,Not a False Positive,597,617,19,-0.001525879,0.044230758,0,10,-1.562426805,10.12697093,0
2646903,5/07/2019 11:36,VH-XZP,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40699359,Pitch Rate Low during Rotation,Level 2,Not a False Positive,588.75,612.75,19,-0.001018278,0.039485995,0,10,-1.562426805,10.11964671,0
2647097,5/07/2019 22:56,VH-XZN,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40699451,Pitch Rate Low during Rotation,Level 2,Not a False Positive,1025.75,1049.75,0,-0.003094827,0.014702441,0,5,-0.734472454,5.150322785,0
2645533,4/07/2019 6:08,VH-VYD,737-800,QFA - 737-800 (1024 wps),YPKA,YPPH,40700408,High Bank Angle Climb 200ft to 1000 ft,Level 2,Not a False Positive,478.25,499.25,0,-5.09E-04,0.039232831,0,5,-1.286268234,4.965483691,0
2645114,4/07/2019 5:10,VH-VYI,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40700521,Speed Brakes Used During Final Approach,Level 3,Bad Parameter: Cause Unknown,4475,4495,2,-9.54E-05,0.005849617,0,30,4.745699406,30.25396474,1
2645813,4/07/2019 11:03,VH-XZA,737-800,QFA - 737-800 (1024 wps),YSSY,YPDN,40700677,Pitch Rate Low during Rotation,Level 2,Not a False Positive,611.5,635.5,0,-3.26E-04,0.053095404,0,5,-0.458834648,5.108752895,0
2644737,3/07/2019 23:08,VH-VYE,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40700895,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,1095,1115,0,-0.001525879,0.031328592,0,1,-1.010283589,1.012420556,0
2644874,3/07/2019 23:34,VH-VXB,737-800,QFA - 737-800 (1024 wps),YPPH,YSSY,40701048,Airborne Speed High,Level 2,Not a False Positive,893,914,26,5.55E-04,0.017474673,0,5,-1.37830174,4.993988759,0
2644201,3/07/2019 3:46,VH-VZR,737-800,QFA - 737-800 (1024 wps),YBCG,YSSY,40701341,Airborne Speed High,Level 2,Not a False Positive,496,516,0,-9.54E-05,0.061960591,0,5,-0.458834648,4.936978624,0
2644281,3/07/2019 3:55,VH-XZM,737-800,QFA - 737-800 (1024 wps),YBAS,YSSY,40701519,Airborne Speed High,Level 2,Not a False Positive,521,541,6,-9.54E-05,0.039140843,0,10,-1.562426805,10.00978343,0
2643886,2/07/2019 20:15,VH-XZJ,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40701650,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,566,586,0,-0.001525879,0.012352405,0,1,-1.37830174,0.99408856,0
2644519,3/07/2019 7:37,VH-VZP,737-800,QFA - 737-800 (1024 wps),YBBN,YPPH,40701805,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,8651,8681,0,-6.46E-04,0.153957818,0,0,-1.838759303,0,1
2644148,2/07/2019 22:37,VH-VZJ,737-800,QFA - 737-800 (1024 wps),YBBN,YPPH,40701914,Deep Touchdown,Level 2,Not a False Positive,18969.5,18989.5,0,2.62E-04,0.014695646,0,30,7.370212555,29.980498,0
2643561,2/07/2019 5:02,VH-VYD,737-800,QFA - 737-800 (1024 wps),YPDN,YBAS,40702045,Airborne Speed High,Level 2,Not a False Positive,543,563,0,-9.54E-05,0.046638568,0,1,-1.194254041,0.989337715,0
2642794,1/07/2019 2:19,VH-VXC,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40702495,Rotation Speed High,Level 2,Not a False Positive,1438.75,1458.75,4,-9.54E-05,0.018507192,0,5,0.091922112,5.037489711,0
2642759,30/06/2019 22:12,VH-VXC,737-800,QFA - 737-800 (1024 wps),YMML,YPAD,40702587,Rotation Speed High,Level 2,Not a False Positive,2043,2063,0,-0.001525879,0.024434398,0,1,1.77E-04,0.99408856,0
2642406,29/06/2019 4:20,VH-VZD,737-800,QFA - 737-800 (1024 wps),YMML,YBCS,40703091,Airborne Speed High,Level 2,Not a False Positive,1070,1090,2,-9.54E-05,0.002531704,0,5,-1.654518247,5.156261341,0
2642372,28/06/2019 23:32,VH-VXB,737-800,QFA - 737-800 (1024 wps),YPPH,YSSY,40703153,Deep Touchdown,Level 2,Not a False Positive,13240.5,13260.5,2,-9.54E-05,0.050603157,0,30,4.291615963,29.96584956,0
2642223,28/06/2019 20:16,VH-VXC,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40703214,Thrust reversers delayed during landing,Level 2,Not a False Positive,4788.75,4870,6,-7.37E-04,0.054497322,0,30,5.560535192,30.21001943,0
2642457,1/07/2019 4:54,VH-VZA,737-800,QFA - 737-800 (1024 wps),YBCS,YSSY,40703227,VMO Exceedance,Level 2,Not a False Positive,7939,7963,2,-3.26E-04,0.164315102,0,0,33.91005707,0.004750851,0
2641820,30/06/2019 1:39,VH-VZW,737-800,QFA - 737-800 (1024 wps),NZQN,YMML,40703809,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,7455,11802.25,2,3.95E-06,0.242031681,0,0,-1.102259159,0.009501703,1
2641286,30/06/2019 3:24,VH-VXE,737-800,QFA - 737-800 (1024 wps),YBBN,YMML,40703885,Airborne Speed High,Level 2,Not a False Positive,388,408,2,-9.54E-05,0.014474248,0,5,-0.458834648,4.979736225,0
2641155,29/06/2019 22:41,VH-VXA,737-800,QFA - 737-800 (1024 wps),YMML,YBHM,40704071,Short Runway Distance Remaining,Level 2,Not a False Positive,9983.25,10003.25,4,-9.54E-05,0.089071224,0,40,4.200743198,40,0
2640847,29/06/2019 5:31,VH-VZO,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40704219,Approach Speed High Below 50 ft AGL (Vref),Level 3,Not a False Positive,4778,4801.5,2,7.44E-04,0.038916055,0,30,3.746097088,30.25396474,0
2640723,29/06/2019 2:04,VH-VXI,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40704310,Airborne Speed High,Level 2,Not a False Positive,1239,1259,4,-9.54E-05,0.028871563,0,5,-1.37830174,5.061244449,0
2640670,28/06/2019 23:13,VH-XZC,737-800,QFA - 737-800 (1024 wps),YPAD,YSSY,40704383,Airborne Speed High,Level 2,Not a False Positive,562,582,4,0.004196167,0.080113743,0,1,-1.930908918,1.003406133,0
2640734,29/06/2019 0:30,VH-VZU,737-800,QFA - 737-800 (1024 wps),YSSY,NZWN,40704484,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,10546,10568,2,4.91E-04,0.039625321,0,30,3.017686605,30.01958974,0
2640079,28/06/2019 0:25,VH-VXE,737-800,QFA - 737-800 (1024 wps),YMHB,YMML,40705072,Thrust reversers delayed during landing,Level 2,Not a False Positive,4943.5,5024.75,2,9.21E-05,0.05718858,0,30,4.291615963,29.980498,0
2639592,27/06/2019 9:53,VH-VZA,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40705230,Deep Touchdown,Level 2,Not a False Positive,3462,3482,12,-0.001525879,0.045500154,0,30,2.835395336,30.31255849,0
2639814,27/06/2019 20:27,VH-VZR,737-800,QFA - 737-800 (1024 wps),YBBN,YMML,40705474,Pitch Rate Low during Rotation,Level 2,Not a False Positive,462,486,2,0.001058271,0.017495362,0,1,-1.37830174,0.989337715,0
2639225,27/06/2019 1:58,VH-VYC,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40705655,High Speed Below 3000 ft AAL,Level 2,Not a False Positive,2067,2109,6.5,5.37E-06,0.121308288,0,0,-0.366993845,0.014252555,0
2639309,27/06/2019 3:28,VH-VXH,737-800,QFA - 737-800 (1024 wps),YBCG,YSSY,40705680,Deep Touchdown,Level 2,Not a False Positive,5039.25,5059.25,2,2.62E-04,0.031548268,0,30,4.10985136,30.01958974,0
2639666,27/06/2019 9:18,VH-VZP,737-800,QFA - 737-800 (1024 wps),YMML,YPPH,40705701,Pitch Rate Low during Rotation,Level 2,Not a False Positive,978,1002,0,0.001058271,0.042511211,0,5,-1.746629119,5.061244449,0
2639194,27/06/2019 0:42,VH-VXA,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40705788,Climb Speed High,Level 2,Not a False Positive,608,629,2,-1.54E-04,0.054639593,0,5,-0.458834648,5.084998672,0
2639307,27/06/2019 2:39,VH-XZI,737-800,QFA - 737-800 (1024 wps),YBCG,YMML,40705903,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,3287,7778.75,2,-9.30E-06,0.078008044,0,0,-1.470354557,0.014252555,1
2638905,26/06/2019 20:55,VH-VZK,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40705987,High Speed Below 3000 ft AAL,Level 3,Not a False Positive,4901,4933,0,5.55E-04,0.062674525,0,0,28.34571266,0.019003406,0
2638382,26/06/2019 0:48,VH-VZK,737-800,QFA - 737-800 (1024 wps),YPAD,YBBN,40706664,Airborne Speed High,Level 2,Not a False Positive,511,532,22,2.29E-05,0.076046176,0,5,-1.102259159,5.203769787,0
2637940,25/06/2019 11:00,VH-VYC,737-800,QFA - 737-800 (1024 wps),YBTL,YBBN,40706879,Idle Thrust Approach,Level 2,Not a False Positive,5427.5,5481.5,0,5.55E-04,0.049918881,0,30,4.200743198,30.25396474,0
2637888,25/06/2019 9:40,VH-VXC,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40706884,Pitch Rate Low during Rotation,Level 2,Not a False Positive,564.75,588.75,2,-0.001710461,0.019637823,0,1,-0.78043133,0.99408856,0
2637841,25/06/2019 8:12,VH-VZR,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40707128,Airborne Speed High,Level 2,Not a False Positive,648,668,9,-0.001525879,0.013620162,0,15,-0.366993845,14.91213099,0
2636796,24/06/2019 2:50,VH-VYJ,737-800,QFA - 737-800 (1024 wps),YBBN,YMML,40707889,Airborne Speed High,Level 2,Not a False Positive,812,832,0,-9.54E-05,0.023854801,0,1,-0.734472454,1.021435028,0
2636429,24/06/2019 0:36,VH-VZY,737-800,QFA - 737-800 (1024 wps),YPKG,YPPH,40707965,Pitch Rate Low during Rotation,Level 2,Not a False Positive,459,483,0,2.00E-05,0.009528861,0,15,-1.286268234,15.00004323,0
2635840,23/06/2019 9:05,VH-VXT,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40708403,Climb Speed High,Level 2,Not a False Positive,618,642,0,0.001058271,0.047657503,0,1,-1.562426805,1.012420556,0
2635840,23/06/2019 9:05,VH-VXT,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40708404,Airborne Speed High,Level 2,Not a False Positive,596,616,0,0.001335144,0.036967401,0,1,-1.562426805,1.012420556,0
2635082,22/06/2019 20:14,VH-VXH,737-800,QFA - 737-800 (1024 wps),YMHB,YMML,40708669,Airborne Speed High,Level 2,Not a False Positive,515,535,2,-0.001525879,0.023858521,0,1,-1.102259159,0.989337715,0
2635089,22/06/2019 20:06,VH-VXR,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40708696,Airborne Speed High,Level 2,Not a False Positive,373,394,0,5.55E-04,0.038823607,0,1,-1.37830174,0.989337715,0
2635259,23/06/2019 1:03,VH-VXF,737-800,QFA - 737-800 (1024 wps),YBBN,YBTL,40708730,Deep Touchdown,Level 2,Not a False Positive,6820,6840,2,-9.54E-05,0.003459953,0,30,3.928011894,29.89260737,0
2634718,21/06/2019 23:39,VH-XZN,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40709333,Airborne Speed High,Level 2,Not a False Positive,536,556,0,-0.001525879,0.047361855,0,10,-1.37830174,10.2734553,0
2634708,21/06/2019 22:31,VH-VXQ,737-800,QFA - 737-800 (1024 wps),YPAD,YAYE,40709403,TCAS Resolution Advisory,Level 2,Not a False Positive,7031,7079,0,1.29E-06,0.123307629,0,5,0.733599544,5.180015564,0
2634211,21/06/2019 4:13,VH-VYG,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40709897,High Vertical Acceleration at landing,Level 2,Not a False Positive,4850.5,4876.5,3,-4.36E-04,0.031848383,0,30,1.740059972,30.07818349,0
2633974,21/06/2019 2:07,VH-VYF,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40709937,Airborne Speed High,Level 2,Not a False Positive,470,490,0,-9.54E-05,0.081771526,0,1,-0.918327272,0.99408856,0
2632732,19/06/2019 20:42,VH-VYD,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40710927,Airborne Speed High,Level 2,Not a False Positive,762,782,2,0.004196167,0.065871287,0,1,-0.642573953,0.989337715,0
2632615,19/06/2019 9:53,VH-XZC,737-800,QFA - 737-800 (1024 wps),YBBN,YMML,40711211,Late Land Flap Selection,Level 2,Bad Parameter: Bad Sensor on Airplane,8316,8336,2,-0.001525879,0.052731576,0,30,3.108803749,24.92192586,1
2632259,19/06/2019 3:15,VH-VXH,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40711397,High Speed Below 3000 ft AAL,Level 2,Not a False Positive,4463,4489,0,-4.36E-04,0.079648992,0,1,-0.918327272,0.989337715,0
2631708,18/06/2019 15:18,VH-VYG,737-800,QFA - 737-800 (1024 wps),YPDN,YBBN,40711813,Deep Touchdown,Level 3,Not a False Positive,11542,11562,0,-0.001525879,0.009904724,0,30,3.928011894,30.07818349,0
2631279,18/06/2019 1:23,VH-VYJ,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40712197,Rotation Speed High,Level 2,Not a False Positive,805,825,2,-9.54E-05,0.005173922,0,5,-0.734472454,5.203769787,0
2631279,18/06/2019 1:23,VH-VYJ,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40712213,Airborne Speed High,Level 2,Not a False Positive,810,832,2,1.39E-04,0.00803573,0,5,-0.734472454,5.203769787,0
2630612,17/06/2019 20:29,VH-XZO,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40712479,Speed Brakes Used During Final Approach,Level 3,Bad Parameter: Cause Unknown,7888.5,7908.5,6,-0.001525879,0.019759101,0,30,4.745699406,29.95120112,1
2628971,17/06/2019 11:55,VH-XZL,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40712546,Deep Touchdown,Level 3,Not a False Positive,5202,5222,6,0.001335144,0.007550749,0,30,8.541680336,29.980498,0
2628791,17/06/2019 6:43,VH-VYZ,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40712755,Airborne Speed High,Level 2,Not a False Positive,532,552,0,-9.54E-05,0.028214853,0,5,-0.826390207,5.132507118,0
2628502,16/06/2019 23:15,VH-VZJ,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40713092,Airborne Speed High,Level 2,Not a False Positive,447,468,0,-0.005119891,0.019568786,0,1,-1.286268234,1.003406133,0
2627962,16/06/2019 11:28,VH-VXQ,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40713276,Deep Touchdown,Level 2,Not a False Positive,5010.25,5030.25,2,6.20E-04,0.020573756,0,30,4.10985136,30.19537099,0
2627981,16/06/2019 11:11,VH-VXO,737-800,QFA - 737-800 (1024 wps),YSSY,YPDN,40713364,Airborne Speed High,Level 2,Not a False Positive,1086,1106,0,-0.001525879,0.030290035,0,1,-0.734472454,1.016927768,0
